  -0.03906,   0.03125,  -0.00000,   0.03906,  -0.17969,   0.04688,   0.02344,   0.03906,  -0.03125,   0.00000,  -0.05469,  -0.02344,   0.00781,  -0.00781,  -0.03906,  -0.03125,  -0.02344,  -0.00000,   0.06250,   0.05469,   0.01562,   0.03906,  -0.02344,   0.00781,   0.00781,  -0.14844,  -0.03906,   0.02344,  -0.00781,  -0.03125,  -0.02344,  -0.07812,   0.00781,  -0.00000,   0.00781,   0.14844,   0.03906,   0.02344,  -0.02344,  -0.04688,  -0.02344,  -0.03906,  -0.00781,  -0.08594,   0.03125,   0.12500,  -0.00000,  -0.03906,   0.10938,   0.00781,   0.01562,   0.02344,   0.03906,  -0.03906,  -0.03125,  -0.01562,  -0.01562,  -0.00781,   0.00781,  -0.03906,   0.00000,   0.07812,  -0.00000,  -0.00781
  -0.03125,   0.01562,  -0.00781,   0.04688,  -0.03906,   0.05469,   0.04688,   0.03906,  -0.00000,   0.01562,  -0.10156,   0.02344,  -0.03906,   0.05469,   0.03125,  -0.06250,   0.03906,  -0.03125,   0.04688,  -0.01562,   0.03125,   0.00781,   0.00781,   0.03906,   0.03906,  -0.04688,  -0.03906,   0.03125,  -0.00781,   0.01562,  -0.03125,   0.00000,   0.02344,   0.00000,  -0.00000,   0.05469,   0.02344,   0.00781,   0.01562,   0.03906,  -0.08594,  -0.00781,   0.00781,  -0.04688,   0.04688,   0.17969,  -0.01562,   0.03906,   0.07031,   0.01562,  -0.00000,   0.03125,   0.03125,  -0.00781,  -0.06250,  -0.03906,   0.01562,  -0.03125,  -0.03125,  -0.03125,  -0.04688,   0.00000,  -0.01562,   0.00781
   0.02344,  -0.01562,  -0.02344,   0.00000,  -0.00000,  -0.03125,  -0.02344,  -0.00781,   0.00000,  -0.00781,  -0.02344,   0.01562,  -0.01562,  -0.01562,  -0.00000,  -0.03125,  -0.01562,   0.00781,   0.00781,  -0.04688,  -0.01562,   0.02344,   0.01562,   0.01562,  -0.01562,  -0.00781,   0.00781,  -0.01562,   0.00781,   0.00000,   0.00000,   0.00000,   0.02344,  -0.00781,   0.01562,   0.00000,   0.03125,  -0.00781,  -0.01562,   0.00781,   0.04688,  -0.00781,   0.00781,   0.08594,  -0.00781,   0.01562,  -0.00000,   0.03906,  -0.03125,   0.00000,   0.03906,   0.00781,   0.03906,  -0.04688,   0.03125,   0.00781,   0.03125,  -0.02344,  -0.03125,   0.01562,   0.07031,   0.01562,  -0.04688,  -0.03125
   0.00000,  -0.04688,  -0.02344,   0.01562,  -0.06250,   0.01562,   0.05469,   0.02344,  -0.04688,   0.02344,   0.05469,  -0.09375,   0.03906,   0.02344,   0.03125,   0.00781,  -0.07031,  -0.02344,   0.01562,   0.04688,  -0.00781,   0.01562,   0.00000,   0.00781,  -0.01562,  -0.06250,  -0.03125,  -0.01562,   0.00781,  -0.06250,  -0.02344,  -0.06250,   0.01562,  -0.02344,   0.01562,  -0.02344,  -0.03125,  -0.01562,   0.02344,   0.05469,   0.03906,   0.03125,  -0.00000,   0.00781,  -0.03125,   0.03906,   0.01562,  -0.00000,   0.07031,  -0.13281,  -0.03125,   0.00781,   0.05469,  -0.07031,   0.06250,   0.01562,  -0.00781,   0.08594,  -0.06250,   0.01562,   0.00781,  -0.00000,  -0.03906,  -0.00781
   0.00000,  -0.03125,  -0.12500,   0.03906,  -0.04688,  -0.04688,   0.01562,   0.01562,   0.03906,  -0.00000,   0.03906,  -0.03125,  -0.01562,   0.05469,  -0.02344,   0.02344,   0.00781,   0.02344,  -0.00781,   0.03906,   0.02344,  -0.03906,   0.03906,   0.04688,  -0.02344,   0.03125,  -0.03125,  -0.02344,  -0.01562,   0.00000,   0.02344,  -0.01562,  -0.07812,  -0.00781,   0.00781,   0.01562,  -0.00781,  -0.00781,   0.03906,  -0.01562,   0.05469,   0.00781,  -0.03125,  -0.01562,  -0.07812,   0.00781,   0.00781,   0.03125,   0.02344,  -0.03906,   0.00781,  -0.04688,   0.00781,  -0.10156,   0.05469,  -0.00781,  -0.00781,  -0.01562,   0.01562,   0.02344,   0.05469,  -0.02344,   0.05469,  -0.01562
   0.00000,  -0.01562,  -0.00781,   0.01562,   0.01562,   0.00781,  -0.02344,  -0.01562,  -0.00781,   0.01562,   0.02344,   0.00781,   0.00000,  -0.07031,   0.00000,   0.03906,   0.03125,   0.01562,  -0.02344,  -0.12500,  -0.02344,   0.05469,   0.02344,  -0.00781,  -0.03125,   0.02344,   0.01562,  -0.00000,   0.02344,  -0.00000,  -0.01562,   0.00000,  -0.00781,  -0.02344,   0.03906,   0.03125,  -0.00781,   0.02344,  -0.00781,   0.01562,  -0.02344,   0.01562,   0.03125,   0.07031,   0.00000,   0.03906,   0.01562,   0.01562,  -0.00781,  -0.00000,   0.01562,  -0.01562,  -0.02344,   0.02344,   0.03125,  -0.00781,   0.08594,   0.02344,  -0.01562,  -0.00000,   0.03906,   0.00781,  -0.03906,   0.03125
  -0.09375,  -0.03906,   0.00000,   0.03906,  -0.05469,   0.11719,   0.12500,  -0.00781,  -0.07812,  -0.03125,   0.10156,  -0.13281,   0.10938,  -0.03125,   0.04688,   0.03125,  -0.12500,  -0.01562,  -0.01562,  -0.03125,  -0.00781,  -0.00781,   0.05469,   0.02344,  -0.06250,  -0.10156,   0.03125,  -0.06250,   0.02344,  -0.07812,  -0.05469,   0.09375,  -0.01562,  -0.08594,   0.00000,  -0.00781,  -0.02344,  -0.00000,   0.04688,   0.13281,  -0.06250,   0.00781,   0.00781,   0.03906,   0.07031,   0.01562,   0.02344,  -0.02344,   0.10938,  -0.10938,  -0.01562,   0.01562,   0.12500,   0.03125,  -0.09375,   0.00781,  -0.05469,   0.07812,  -0.00781,   0.03906,  -0.07812,   0.00781,  -0.06250,  -0.05469
  -0.03906,  -0.03125,  -0.22656,   0.03906,  -0.03125,   0.00781,   0.07031,   0.01562,   0.03906,   0.00000,  -0.03125,  -0.10156,   0.03125,   0.12500,  -0.02344,   0.00781,  -0.00781,   0.03125,   0.00000,   0.07812,   0.01562,  -0.03906,   0.00781,   0.07812,  -0.00781,   0.00781,   0.03906,  -0.02344,  -0.01562,   0.05469,   0.00000,  -0.02344,  -0.15625,   0.04688,  -0.00000,   0.04688,   0.00781,  -0.00781,  -0.04688,  -0.04688,   0.00000,   0.00781,  -0.03906,  -0.04688,  -0.04688,  -0.01562,   0.00781,   0.03125,   0.00781,  -0.00781,   0.01562,  -0.08594,   0.07812,  -0.17188,   0.03125,   0.01562,   0.00781,  -0.10156,   0.16406,  -0.00781,  -0.01562,   0.00781,   0.00781,  -0.03125
   0.03906,   0.01562,   0.07812,   0.00000,   0.00781,  -0.03125,  -0.00781,   0.03906,   0.02344,   0.07812,   0.03906,  -0.03906,   0.03125,  -0.00781,  -0.05469,   0.00781,   0.02344,   0.02344,   0.00781,  -0.02344,  -0.00781,   0.03125,   0.00781,   0.01562,   0.00000,  -0.01562,   0.06250,  -0.00781,  -0.03125,   0.03125,  -0.00781,  -0.01562,  -0.06250,  -0.03125,   0.03906,   0.08594,  -0.00781,   0.01562,  -0.00781,  -0.00781,   0.03125,   0.04688,   0.01562,   0.03125,   0.00781,   0.01562,  -0.00781,   0.00000,   0.03125,   0.01562,   0.03906,  -0.01562,  -0.08594,  -0.01562,  -0.00781,   0.03125,  -0.00781,  -0.03125,   0.03906,   0.01562,  -0.00781,   0.05469,   0.03125,   0.07031
   0.04688,   0.03125,   0.06250,  -0.01562,   0.01562,   0.03125,   0.05469,   0.00781,  -0.03125,   0.01562,  -0.01562,  -0.10938,  -0.00000,  -0.00000,   0.02344,   0.00000,  -0.10156,  -0.01562,  -0.03906,   0.00781,   0.00781,   0.00000,   0.01562,   0.04688,  -0.02344,  -0.07812,   0.00781,  -0.03125,  -0.01562,  -0.03125,  -0.01562,   0.16406,  -0.03125,  -0.08594,   0.03125,   0.03125,   0.01562,  -0.01562,   0.00781,   0.07812,  -0.02344,   0.00000,   0.01562,   0.07812,   0.03125,  -0.00781,  -0.00000,  -0.03906,   0.07031,  -0.06250,   0.07812,  -0.01562,  -0.01562,   0.05469,  -0.07812,   0.03125,  -0.06250,  -0.02344,   0.03906,   0.00000,  -0.00000,   0.04688,   0.03125,   0.04688
  -0.05469,   0.07031,  -0.02344,  -0.00000,   0.04688,  -0.00781,   0.01562,   0.03906,   0.03125,   0.02344,  -0.03125,  -0.04688,  -0.03125,   0.03125,  -0.03906,   0.06250,  -0.01562,  -0.00781,  -0.02344,  -0.01562,   0.00781,  -0.01562,  -0.02344,   0.07031,  -0.00000,  -0.00000,  -0.03125,  -0.04688,  -0.03125,   0.05469,  -0.00781,  -0.01562,  -0.11719,   0.02344,   0.04688,   0.02344,   0.03125,  -0.01562,  -0.07812,  -0.10938,  -0.02344,  -0.01562,   0.01562,  -0.08594,  -0.01562,  -0.05469,   0.00000,  -0.00781,   0.00781,   0.01562,   0.03125,  -0.06250,  -0.01562,  -0.03906,   0.05469,   0.04688,   0.01562,  -0.05469,   0.10156,  -0.02344,   0.02344,   0.01562,   0.03125,  -0.03125
   0.04688,   0.01562,   0.00781,  -0.01562,   0.01562,   0.00781,   0.03125,   0.00781,   0.03125,  -0.07031,   0.00000,  -0.04688,   0.00000,  -0.03906,  -0.16406,   0.03906,  -0.02344,   0.02344,  -0.02344,   0.01562,   0.00781,   0.02344,   0.02344,   0.03906,  -0.03125,   0.01562,  -0.03906,  -0.00781,   0.02344,   0.00781,   0.03125,  -0.03125,   0.05469,  -0.00781,  -0.00781,  -0.00000,   0.05469,  -0.07812,  -0.02344,  -0.00781,   0.00781,   0.00781,   0.07812,  -0.00781,  -0.00781,  -0.01562,  -0.01562,   0.02344,  -0.03125,  -0.01562,  -0.06250,  -0.00781,  -0.00781,   0.01562,  -0.03125,   0.00781,   0.06250,  -0.01562,   0.01562,  -0.02344,   0.07031,   0.05469,   0.00781,   0.03125
   0.04688,   0.01562,   0.00000,  -0.00000,  -0.01562,   0.03125,   0.05469,   0.10938,  -0.08594,   0.10156,   0.03906,  -0.11719,   0.00781,  -0.03906,  -0.10156,   0.07031,   0.05469,  -0.02344,  -0.01562,  -0.01562,   0.04688,   0.00000,   0.01562,  -0.01562,  -0.04688,   0.01562,  -0.00000,  -0.02344,  -0.05469,   0.03906,  -0.02344,  -0.04688,  -0.01562,  -0.00000,  -0.02344,   0.04688,   0.03125,  -0.05469,  -0.00000,  -0.00781,   0.00000,   0.02344,   0.01562,   0.03125,  -0.00000,   0.00781,  -0.01562,  -0.03125,   0.02344,  -0.07812,  -0.05469,  -0.02344,   0.01562,   0.02344,  -0.01562,   0.02344,   0.04688,  -0.01562,  -0.05469,  -0.00781,   0.06250,   0.07812,  -0.01562,   0.01562
   0.03125,  -0.01562,  -0.00781,   0.01562,   0.01562,   0.00781,   0.03906,  -0.03125,  -0.02344,  -0.02344,   0.00781,  -0.01562,  -0.00781,   0.03125,  -0.06250,   0.04688,   0.03125,  -0.00781,  -0.00781,   0.00781,   0.04688,   0.00000,   0.00781,  -0.01562,  -0.07812,  -0.03125,   0.00000,  -0.04688,  -0.00781,   0.00000,  -0.03125,  -0.03906,  -0.02344,   0.03125,  -0.04688,  -0.03906,  -0.07812,   0.01562,   0.00781,  -0.02344,   0.03125,   0.05469,  -0.00781,   0.00781,  -0.03125,   0.00000,  -0.00781,   0.01562,   0.03125,  -0.00781,   0.02344,  -0.00781,   0.00781,  -0.00781,   0.01562,  -0.06250,  -0.05469,   0.00781,  -0.01562,   0.05469,   0.06250,  -0.00000,   0.03125,  -0.03125
   0.02344,   0.01562,  -0.03125,  -0.03125,  -0.00000,  -0.01562,   0.01562,  -0.03125,  -0.01562,   0.05469,   0.02344,  -0.04688,   0.00781,   0.00000,   0.04688,   0.01562,   0.05469,  -0.03125,  -0.03906,   0.00000,   0.03906,   0.00000,  -0.00000,   0.01562,  -0.00000,   0.04688,  -0.00781,   0.04688,  -0.03906,   0.14062,  -0.02344,  -0.01562,  -0.00000,  -0.03906,  -0.03125,  -0.00781,  -0.03906,   0.06250,  -0.01562,   0.00000,  -0.02344,  -0.02344,   0.02344,   0.01562,   0.03906,  -0.03906,  -0.01562,   0.03125,   0.03125,   0.04688,  -0.10156,  -0.03125,   0.00000,   0.00781,  -0.00781,  -0.00781,   0.06250,   0.00000,  -0.03125,  -0.00000,  -0.01562,   0.00781,  -0.02344,   0.00781
  -0.01562,   0.09375,  -0.02344,  -0.01562,  -0.02344,  -0.01562,   0.00781,   0.09375,   0.07031,  -0.03906,   0.00781,  -0.04688,   0.03125,  -0.01562,  -0.02344,  -0.03906,   0.00781,  -0.07812,  -0.02344,  -0.01562,   0.04688,  -0.04688,   0.01562,  -0.00781,   0.00781,   0.01562,   0.03125,   0.03125,  -0.15625,   0.01562,  -0.06250,  -0.00000,  -0.01562,   0.00000,   0.00781,   0.11719,  -0.15625,   0.11719,  -0.00781,  -0.02344,  -0.00781,   0.00000,  -0.03125,   0.03125,   0.03125,  -0.03125,   0.00781,   0.03125,   0.07812,   0.02344,   0.09375,  -0.10156,  -0.02344,  -0.00000,   0.00781,   0.02344,  -0.00781,   0.06250,  -0.05469,  -0.12500,  -0.08594,   0.00781,  -0.03125,  -0.07812
  -0.02344,   0.03125,  -0.00781,  -0.01562,  -0.03125,   0.00000,   0.02344,  -0.09375,   0.07812,  -0.11719,  -0.01562,   0.14062,   0.02344,   0.02344,  -0.19531,  -0.00781,  -0.03906,  -0.01562,   0.00000,   0.00781,   0.03125,  -0.00000,  -0.00781,  -0.07031,  -0.02344,  -0.07031,   0.03125,  -0.04688,  -0.01562,   0.00781,  -0.01562,  -0.00781,   0.00781,   0.02344,  -0.00781,   0.02344,  -0.10156,   0.04688,   0.00781,  -0.09375,   0.00781,   0.05469,  -0.00781,   0.00781,  -0.04688,   0.00000,   0.03125,   0.01562,   0.02344,   0.03125,  -0.01562,  -0.00781,  -0.03906,  -0.05469,   0.02344,  -0.09375,  -0.10156,   0.05469,   0.05469,  -0.02344,  -0.03906,  -0.08594,   0.00781,  -0.11719
  -0.03125,  -0.03906,  -0.03125,  -0.00781,   0.00781,  -0.04688,  -0.00781,   0.00781,   0.07031,  -0.01562,   0.02344,  -0.03906,  -0.00781,  -0.02344,   0.21875,  -0.00000,  -0.07031,  -0.03125,  -0.03125,  -0.01562,   0.07812,   0.03125,  -0.00781,  -0.00781,   0.00781,   0.02344,   0.01562,   0.01562,   0.03125,  -0.06250,  -0.06250,   0.01562,  -0.00781,   0.01562,  -0.04688,  -0.07812,   0.02344,   0.07031,  -0.00781,  -0.03906,  -0.04688,  -0.06250,   0.00781,  -0.00000,   0.05469,   0.00000,   0.00781,   0.03125,  -0.03125,  -0.00781,  -0.03906,   0.04688,  -0.00000,   0.00000,   0.03125,   0.02344,   0.04688,  -0.01562,  -0.03906,   0.03906,  -0.03125,  -0.00000,  -0.02344,  -0.00781
  -0.03125,   0.00000,   0.00000,   0.00781,   0.00000,  -0.01562,  -0.06250,   0.01562,  -0.00000,  -0.09375,   0.03125,  -0.05469,   0.03906,  -0.02344,   0.17969,  -0.04688,  -0.06250,  -0.02344,  -0.03125,   0.02344,   0.03906,   0.02344,   0.03125,   0.04688,   0.03125,   0.00781,   0.00781,  -0.00781,   0.01562,  -0.10938,  -0.03125,   0.03125,  -0.00781,   0.03125,   0.01562,  -0.02344,   0.06250,  -0.00000,   0.04688,   0.00781,  -0.01562,  -0.06250,  -0.02344,  -0.00781,   0.00781,  -0.07031,   0.03906,  -0.01562,  -0.03125,  -0.11719,   0.02344,   0.04688,  -0.03906,  -0.00000,   0.00000,   0.04688,  -0.01562,  -0.00000,  -0.06250,  -0.00781,  -0.07812,  -0.02344,  -0.02344,  -0.02344
  -0.02344,  -0.00000,   0.02344,  -0.01562,  -0.02344,  -0.00000,   0.00000,  -0.12500,  -0.07031,   0.11719,   0.00000,   0.09375,  -0.00781,   0.01562,   0.16406,  -0.00000,  -0.00000,   0.05469,  -0.00781,   0.05469,   0.01562,   0.04688,   0.00781,   0.04688,   0.01562,  -0.03125,  -0.00781,  -0.05469,   0.11719,  -0.01562,   0.04688,   0.00781,   0.00000,   0.04688,   0.01562,  -0.00000,   0.09375,  -0.10156,   0.00000,  -0.04688,   0.04688,   0.03125,   0.03125,  -0.02344,  -0.01562,  -0.06250,   0.04688,  -0.07031,  -0.02344,  -0.09375,  -0.16406,   0.06250,  -0.04688,   0.00781,   0.01562,  -0.06250,  -0.06250,   0.01562,   0.02344,  -0.05469,   0.03125,  -0.08594,   0.08594,  -0.08594
   0.01562,   0.00781,  -0.03125,  -0.05469,   0.03125,   0.05469,   0.02344,   0.01562,  -0.00000,   0.00000,  -0.07812,  -0.03125,   0.00000,  -0.00781,   0.00781,   0.01562,   0.02344,  -0.00000,  -0.00000,   0.02344,   0.01562,   0.04688,   0.01562,   0.01562,  -0.03906,  -0.08594,  -0.02344,  -0.02344,  -0.00781,   0.02344,  -0.03125,  -0.05469,  -0.03125,  -0.00000,   0.01562,   0.03906,  -0.00000,  -0.01562,   0.00781,   0.01562,   0.01562,  -0.06250,   0.00781,  -0.01562,  -0.02344,  -0.02344,   0.00781,   0.00781,   0.00000,   0.01562,   0.00781,   0.00000,  -0.06250,  -0.00000,  -0.03906,  -0.00781,   0.05469,  -0.04688,  -0.02344,   0.03906,   0.01562,   0.00781,   0.02344,   0.01562
  -0.02344,  -0.01562,  -0.00781,  -0.03906,   0.03906,   0.04688,   0.03906,   0.03125,  -0.03906,   0.01562,  -0.07031,  -0.02344,   0.00000,   0.00781,  -0.00781,   0.00000,   0.01562,   0.00781,  -0.04688,   0.00781,   0.00781,   0.05469,  -0.00000,  -0.00781,  -0.01562,  -0.05469,   0.00781,  -0.04688,  -0.01562,   0.03125,  -0.03906,  -0.02344,   0.02344,   0.00781,  -0.02344,   0.03906,   0.01562,   0.01562,  -0.00781,  -0.00000,  -0.00781,  -0.03125,  -0.01562,  -0.03125,   0.01562,   0.06250,  -0.00781,  -0.01562,   0.00000,   0.03125,  -0.03125,   0.00781,  -0.00781,   0.01562,  -0.00781,  -0.00000,   0.01562,  -0.02344,  -0.03906,   0.02344,   0.03125,   0.04688,  -0.00781,  -0.02344
  -0.01562,   0.02344,  -0.02344,  -0.03125,   0.06250,   0.03125,   0.03125,  -0.00000,  -0.00781,  -0.00781,   0.00781,   0.03906,   0.00781,  -0.04688,  -0.01562,   0.00000,   0.00781,  -0.00781,  -0.07031,  -0.02344,  -0.00781,  -0.07031,  -0.00781,  -0.06250,  -0.00781,  -0.01562,   0.00000,  -0.03125,   0.00000,   0.03125,  -0.02344,  -0.00781,   0.02344,   0.00000,   0.02344,  -0.02344,   0.03125,   0.03906,   0.00000,  -0.00000,   0.02344,  -0.01562,  -0.04688,  -0.00000,  -0.00781,   0.02344,  -0.01562,  -0.00000,  -0.03906,   0.00781,   0.00000,  -0.00000,  -0.02344,  -0.03906,  -0.00781,  -0.01562,   0.00000,   0.01562,   0.02344,   0.05469,  -0.00000,   0.03906,   0.00000,  -0.00000
  -0.03125,  -0.01562,  -0.01562,   0.00000,  -0.02344,  -0.06250,   0.04688,  -0.04688,  -0.00781,  -0.01562,  -0.15625,  -0.03125,   0.00000,   0.10156,  -0.00781,  -0.08594,   0.02344,   0.03125,  -0.09375,   0.00000,  -0.00781,  -0.02344,   0.02344,   0.07031,  -0.03125,  -0.00000,   0.03125,   0.02344,   0.00000,   0.02344,   0.06250,  -0.01562,   0.01562,  -0.01562,   0.00781,  -0.06250,  -0.00781,  -0.00781,   0.01562,   0.02344,  -0.02344,  -0.10938,  -0.01562,  -0.03125,   0.06250,  -0.06250,  -0.00000,   0.03906,  -0.03125,   0.02344,  -0.03906,   0.07031,   0.02344,   0.03125,  -0.03906,  -0.04688,  -0.00781,  -0.01562,  -0.06250,   0.00781,  -0.04688,  -0.01562,  -0.00000,   0.00781
  -0.00781,   0.02344,  -0.01562,   0.00000,  -0.04688,  -0.18750,   0.01562,   0.00781,  -0.00781,  -0.03125,  -0.15625,   0.00781,  -0.07031,  -0.01562,  -0.00781,  -0.07031,  -0.03906,   0.03906,  -0.18750,   0.04688,  -0.01562,  -0.03906,  -0.01562,   0.05469,  -0.00781,   0.01562,   0.03906,   0.00000,   0.00000,  -0.02344,   0.05469,  -0.06250,   0.01562,  -0.02344,  -0.04688,   0.07031,   0.01562,   0.00000,   0.00000,  -0.04688,  -0.04688,   0.03125,   0.01562,   0.00000,   0.04688,  -0.01562,  -0.00000,  -0.03125,   0.00781,  -0.03125,  -0.03125,  -0.09375,   0.06250,   0.01562,   0.00000,   0.01562,   0.05469,   0.03125,  -0.03125,  -0.16406,   0.00781,  -0.04688,  -0.02344,  -0.05469
  -0.02344,  -0.01562,  -0.03125,  -0.00781,   0.05469,  -0.04688,  -0.00000,  -0.02344,   0.02344,  -0.03906,   0.11719,   0.10938,  -0.01562,  -0.31250,  -0.01562,  -0.01562,  -0.00000,   0.03125,  -0.16406,  -0.01562,  -0.01562,  -0.02344,  -0.02344,  -0.18750,  -0.00781,  -0.03906,  -0.03125,  -0.00781,  -0.00000,  -0.00000,   0.04688,  -0.00000,   0.02344,  -0.00781,  -0.01562,   0.01562,   0.00781,  -0.01562,  -0.01562,  -0.04688,   0.01562,   0.09375,   0.02344,   0.03906,  -0.06250,   0.03125,  -0.00781,  -0.01562,  -0.02344,  -0.00781,  -0.04688,   0.07812,   0.00781,  -0.10156,  -0.02344,   0.00781,  -0.00000,   0.01562,   0.07812,  -0.03125,  -0.00000,  -0.04688,   0.00000,  -0.04688
  -0.00000,  -0.05469,  -0.03125,   0.01562,  -0.00781,  -0.00781,   0.03125,   0.00781,  -0.02344,   0.00781,  -0.00781,  -0.00781,  -0.01562,   0.04688,   0.02344,   0.01562,  -0.01562,  -0.00000,  -0.01562,   0.00781,  -0.01562,   0.08594,   0.00000,  -0.03125,   0.02344,   0.00781,   0.00000,   0.00781,  -0.00781,  -0.00781,   0.01562,  -0.01562,   0.04688,   0.03125,  -0.00781,  -0.02344,  -0.01562,  -0.01562,   0.01562,   0.00000,   0.04688,  -0.10156,  -0.02344,  -0.04688,  -0.00000,  -0.00781,  -0.03125,   0.02344,  -0.04688,   0.03906,  -0.03906,  -0.03906,  -0.02344,  -0.00781,  -0.02344,   0.02344,   0.01562,  -0.04688,  -0.00781,   0.07812,  -0.03125,  -0.06250,   0.00781,   0.01562
   0.03125,   0.02344,   0.02344,   0.01562,  -0.04688,   0.02344,  -0.03125,   0.00781,   0.00781,   0.02344,   0.06250,  -0.02344,   0.00781,   0.02344,   0.01562,   0.03906,  -0.00781,  -0.00781,  -0.10156,  -0.03125,  -0.00781,   0.02344,   0.01562,   0.05469,   0.02344,  -0.01562,   0.00000,  -0.00000,   0.00781,  -0.02344,  -0.00781,  -0.18750,   0.00781,   0.03125,  -0.04688,   0.01562,  -0.00781,  -0.00781,   0.03125,  -0.02344,   0.02344,  -0.04688,   0.01562,   0.00781,  -0.05469,  -0.05469,  -0.01562,   0.00781,   0.00781,  -0.01562,   0.00781,  -0.02344,  -0.01562,  -0.01562,   0.00000,   0.05469,  -0.04688,   0.00000,   0.00000,   0.01562,  -0.01562,  -0.06250,   0.01562,  -0.01562
   0.00000,  -0.03906,   0.00781,   0.01562,   0.02344,   0.01562,   0.00781,   0.01562,  -0.01562,   0.00000,   0.10938,   0.05469,   0.00781,  -0.00781,  -0.00781,  -0.00000,   0.01562,  -0.01562,  -0.07031,  -0.03125,   0.00781,   0.02344,  -0.00000,  -0.06250,   0.00781,  -0.05469,  -0.02344,  -0.02344,   0.00781,  -0.00781,  -0.03125,   0.01562,  -0.00781,   0.01562,  -0.06250,   0.00000,   0.00000,  -0.01562,   0.00000,  -0.04688,  -0.00781,   0.04688,   0.00781,  -0.00000,  -0.06250,  -0.05469,  -0.00781,   0.03906,  -0.03125,  -0.01562,   0.02344,  -0.01562,  -0.01562,  -0.01562,  -0.03125,  -0.00781,  -0.08594,  -0.02344,   0.05469,  -0.03125,  -0.03906,   0.00000,   0.03906,  -0.03906
  -0.01562,   0.03125,   0.02344,  -0.02344,   0.00781,  -0.07812,  -0.00781,  -0.02344,  -0.00781,   0.07812,   0.01562,   0.03906,   0.00781,  -0.01562,   0.02344,   0.02344,   0.00781,   0.00000,  -0.00000,  -0.08594,  -0.01562,  -0.03906,  -0.00781,  -0.07031,   0.00781,  -0.07812,  -0.02344,   0.02344,   0.00781,  -0.04688,  -0.07031,   0.01562,  -0.14844,  -0.03906,  -0.00781,  -0.00000,   0.03125,   0.06250,  -0.03906,  -0.09375,  -0.03125,   0.00781,   0.02344,   0.02344,   0.03125,   0.09375,  -0.00781,  -0.03906,   0.04688,  -0.03125,   0.02344,   0.00000,  -0.09375,  -0.10156,  -0.04688,   0.05469,  -0.05469,  -0.01562,  -0.08594,  -0.02344,  -0.00000,   0.06250,   0.03906,  -0.00781
  -0.02344,   0.00000,  -0.02344,   0.02344,  -0.03125,   0.01562,  -0.02344,   0.01562,  -0.02344,   0.06250,   0.08594,  -0.01562,   0.00000,   0.02344,  -0.00781,  -0.00000,  -0.00781,   0.00781,  -0.05469,  -0.04688,  -0.03125,  -0.03125,  -0.04688,  -0.00781,  -0.00000,  -0.07812,  -0.02344,  -0.03125,  -0.00000,  -0.01562,  -0.07812,  -0.04688,  -0.03125,  -0.07031,   0.01562,   0.00781,  -0.05469,   0.05469,  -0.01562,  -0.03906,  -0.04688,  -0.01562,   0.01562,   0.02344,  -0.01562,  -0.02344,  -0.00000,  -0.01562,   0.10938,  -0.03906,  -0.00000,   0.00781,  -0.00781,  -0.06250,  -0.00000,   0.03906,  -0.02344,   0.02344,  -0.05469,   0.03125,  -0.03125,   0.07812,   0.00781,  -0.03125
